YEAR,LOC,BRAND,NAME,YIELD,TW,MOIST,HEAD,HT
2009,THD,AGSECO,Protection CL,81.4414672425,,11.25,138.5,36
2009,THD,Colorado,Bill Brown,70.36748046,,12.725000000000001,141.25,34.5
2009,THD,WestBred,Winterhawk,84.2944413775,,15.399999999999999,141.25,37.5
2009,THD,WestBred,Aspen,82.260250575,,11.149999999999999,140,33
2009,THD,Nebraska,Overland,79.141093105,,13.075000000000001,143,38.5
2009,THD,AgriPro,Art,77.058224135,,12,140.5,34
2009,THD,AgriPro,Hawken,76.3984264375,,12.225000000000001,139.5,35
2009,THD,Watley,TAM 112,87.11207241249998,,11.774999999999999,139.25,36.5
2009,THD,WestBred,Hitch,83.854112645,,13.125,142.5,32.5
2009,THD,Kansas,KS05HW136-3,88.40412988499999,,11.45,142,33
2009,THD,Trio Research,T-140,75.67034023,,11.75,140,37
2009,THD,WestBred,HV9W03-539R,79.28796206749999,,11.55,138.75,35
2009,THD,WestBred,HV9W96-1383R,89.26879310250001,,11.224999999999998,138.5,33.5
2009,THD,,MEAN,80.84528299935484,,12.184677419354838,140.5241935483871,35.5
2009,THD,Ehmke Seed,Ike,78.27587356250001,,10.25,139.5,36
2009,THD,AGSECO,Keota,79.4613954025,,14.5,142,37
2009,THD,WestBred,Armour,84.88163907999999,,11.375,140,35.5
2009,THD,Nebraska,Wesley,80.1634735625,,12.049999999999999,142.5,36
2009,THD,Kansas,2137,75.4034448275,,13.274999999999999,142.75,35.5
2009,THD,DC Seed,T-151,75.3140160925,,11.05,138.75,35
2009,THD,Kansas,Jagger,78.0260850575,,10.95,138.25,34.5
2009,THD,AgriPro,(W) NuDakota,85.62502413749999,,11.424999999999999,142,34.5
2009,THD,Drussel,T81,82.71087126500001,,11.625,139.5,37.5
2009,THD,AgriPro,Jagalene,75.0679827575,,12.5,141,35.5
2009,THD,Kansas,Overley,74.9973298825,,11.725,138.5,36.5
2009,THD,AgriPro,TAM 111,86.4659045975,,15.525,142,37
2009,THD,Colorado,Hatcher,71.3713632175,,13.05,141.25,34.5
2009,THD,AgriPro,Postrock,79.648649425,,11.075,140.25,34
2009,THD,Colorado,Ripper,80.34803333250001,,11.675,140.5,37
2009,THD,Kansas,(W) Danby,86.96812414,,11.400000000000002,142,37
2009,THD,AGSECO,Smoky Hill,96.76189195500001,,13.15,142,37
2009,THD,Kansas,Fuller,80.15387701,,12.425,138.5,34.5
2009,THI,Drussel,T81,77.85501608749999,58.625,12.825,141.25,37
2009,THI,Scott Seed,TAM 304,92.5512310325,55.875,11.775,142.5,35
2009,THI,Kansas,2137,69.18724368000001,58.875,11.8,143,38
2009,THI,AGSECO,TAM 110,70.9790172425,55.4,11.725,140.25,35.5
2009,THI,Kansas,Overley,73.285110345,55.275,11.9,141,36.5
2009,THI,AGSECO,Santa Fe,76.72095402,56.35,12.3,142,34.5
2009,THI,AGSECO,Smoky Hill,77.16754138,55.349999999999994,11.525,143.75,36
2009,THI,WestBred,Hitch,94.847449425,57.35,12.575,143.75,36.5
2009,THI,AgriPro,Jagalene,72.56328275999999,55.849999999999994,11.7,143.25,39.5
2009,THI,Kansas,Fuller,72.55827586000001,59.15,11.725000000000001,142.25,34
2009,THI,WestBred,HV9W96-1383R,94.9605218425,59.474999999999994,12.774999999999999,141.5,35
2009,THI,Colorado,Bill Brown,61.57717815999999,56.275000000000006,11.975000000000001,143,36.5
2009,THI,AgriPro,TAM 111,80.4793252875,57.575,12.825,143,38.5
2009,THI,WestBred,Winterhawk,75.238356325,56.925000000000004,12.725,143.25,37
2009,THI,,MEAN,75.95743706979167,57.615625,12.215625000000001,142.39583333333334,36.229166666666664
2009,THI,Watley,TAM 112,67.32523448250001,59.55,12.475,141,37.5
2009,THI,WestBred,HV9W03-539R,74.21778390749999,56.974999999999994,11.899999999999999,141.75,34
2009,THI,Oklahoma,OK Bullet,77.8735137925,57.975,13.474999999999998,142.75,40
2009,THI,Colorado,Hatcher,60.585673562500006,59.300000000000004,11.625,143.5,35
2009,THI,Colorado,Bond CL,69.89391149500001,59.275,12.3,142,36.5
2009,THI,Kansas,(W) Danby,72.99053793,59.65,12.125,143.75,36.5
2009,THI,Kansas,Jagger,63.6878632175,57.375,11.424999999999999,141.5,34.5
2009,THI,WestBred,Aspen,97.71862646,56.475,12.7,142.25,36
2009,THI,WestBred,Armour,89.84347356500001,59.675,12.950000000000001,141.25,34.5
2009,THI,Kansas,KS05HW136-3,58.871367815,58.175,12.049999999999999,144,35.5
2010,ELDF,Kansas,(W) Danby,48.99500993287536,63.33041403211235,12.750234588348503,134.70104900607078,36.889334519235
2010,ELDF,AGSECO,Hitch,49.19834431040642,61.566450304645336,12.68106250770124,134.08992422055937,33.53549799052189
2010,ELDF,Kansas,Fuller,47.40065591211764,61.40579989077342,12.212258453704607,133.7462232990786,35.55443258061362
2010,ELDF,AgriPro,PostRock,50.11586403114162,62.61706232495135,11.951209018492616,132.6020877413771,35.646328105980494
2010,ELDF,AGSECO,Keota,44.40085013766028,62.40411996923511,12.191604792081389,133.15279177272672,38.358780231993364
2010,ELDF,Nebraska,Infinity CL,51.22162741438263,62.19286935174173,12.75489859792312,135.96409773010635,38.37650213502488
2010,ELDF,Colorado,Ripper,48.053367418629406,59.03537189182007,12.372366073489177,134.232610892286,34.40850769471291
2010,ELDF,AgriPro,TAM 111,50.811330651504576,62.708297713670596,12.512617159355791,133.4702115611391,38.71351015621652
2010,ELDF,Watley,TAM 112,50.12244048576051,62.18077275052493,12.618103475380268,132.53415413593802,36.332410880210716
2010,ELDF,AGSECO,Santa Fe,43.54706944082159,60.856111313794464,12.379591646220447,131.26920524463992,34.550958308639636
2010,ELDF,Kansas,Overley,37.00342770565096,61.14117840674961,12.05119327735076,129.18874972905576,36.3910356241876
2010,ELDF,Colorado,Above,45.413445253039356,60.703383264918365,12.109592844026231,129.69668142196787,35.089656125585556
2010,ELDF,AgriPro,Jagalene,49.106202026902324,61.835556473274366,12.327436085671055,133.5939337900014,37.65434484552392
2010,ELDF,Nebraska,Millenium,53.05773393074347,61.88552797076364,12.83111885754288,136.9009889944016,39.292166357626314
2010,ELDF,Drussel,T81,48.77875863771332,61.70699921827579,12.404528606702488,132.17389406889518,37.32805410510367
2010,ELDF,Kansas,2137,45.470177081241665,60.59020674304203,12.717709207418839,133.2381998851384,36.59702527523523
2010,ELDF,Colorado,Hatcher,51.74625945666444,62.27291010678313,12.6549017676313,132.24646527911622,34.72401032776088
2010,ELDF,Kansas,(W) Tiger,51.74998810770418,62.57170506532997,12.74092754538189,133.92482923768574,34.02637763538274
2010,ELDF,WestBred,HV9W03-1596R,48.17737973616371,61.02715488336494,12.296618479967831,130.1394671513055,34.23556759742209
2010,ELDF,Colorado,(W) Thunder CL,53.28365312897535,60.14068372096933,12.25115696698582,133.73210572732395,36.99709266806286
2010,ELDF,Drussel,T158,52.01266858223727,61.6120053422883,12.03903283299038,129.9781648008444,34.622081823559704
2010,ELDF,AgriPro,00x0100-51,47.79156169595135,62.139801365135945,12.307644668450944,132.19770422272876,36.23267383201192
2010,ELDF,Kansas,Everest,46.87076482780707,62.30646434201836,12.335118364168995,131.24423859486174,34.60916225621793
2010,ELDF,,MEAN,48.680134463984686,61.49560927694419,12.470817357337902,132.76613516206146,36.00556261528985
2010,ELDF,AGSECO,Smoky Hill,44.30644634865185,60.5908265140501,12.860545932310053,135.14334285759512,35.72793621243571
2010,ELDF,WestBred,Stout,48.72264133598988,60.49938380037964,12.490630654506115,133.79881533082195,32.636243895646416
2010,ELDF,Colorado,(W) Snowmass,48.12725244005632,62.526858870023496,12.935527724361437,135.86437933489984,38.66635521448869
2010,ELDF,Scott Seed,TAM 304,53.401648857622114,62.30174831485611,12.665739949373084,133.50601266795178,39.740186581940485
2010,ELDF,Colorado,Bill Brown,56.112406531948054,62.214427439044854,12.799301293431217,133.21687629367062,37.35673197364835
2010,ELDF,Kansas,Jagger,44.79917463126991,60.27724330035165,12.822060767560908,130.00547328921976,36.310142550919814
2010,ELDF,AGSECO,Armour,55.41405094498813,60.56395845776017,13.106617201697766,133.12694595864644,32.508588149327906
2010,ELDF,AgriPro,Hawken,45.307922488985064,60.976726918957375,12.221268215399018,132.99473124967594,35.04278633928644
2010,ELDF,AGSECO,(W) Aspen,50.40486319417318,61.251131228363384,12.408160116279227,131.71376399692363,30.632371757812905
2010,ELDF,AGSECO,Winterhawk,50.533013932799186,62.60938808008333,12.450390435247284,131.94282953472344,39.462830658200716
2010,ELDF,WestBred,HV9W96-1383R,46.524690533151556,60.62741268054568,12.435504236399867,129.29813895348494,31.207884189870203
2010,ELDF,AGSECO,Protection CL,44.026920018804184,60.089650693267025,11.954550665521074,131.2275513193633,37.382105402934435
2010,ELDF,Ehmke Seed,Ike,50.47522953891516,61.082331226124424,12.308201855090847,133.7242265399862,39.36058014709347
2010,ELI,Scott Seed,TAM 304,62.30193823,62.5,11.575,135.25,41
2010,ELI,Kansas,Jagger,55.032713432499996,59.75,11.225,128.25,41.5
2010,ELI,Kansas,2137,60.7718961725,60.75,11.325000000000001,134.5,39
2010,ELI,Drussel,T81,59.4115422325,61.275,11.3,130.5,40.25
2010,ELI,AgriPro,Jagalene,50.029596402500005,60.85000000000001,11.225,135.5,40
2010,ELI,Colorado,Above,57.6276745025,59.925,11.000000000000002,128,39.25
2010,ELI,Kansas,Overley,48.749416679999996,61.025000000000006,10.925,128,39.75
2010,ELI,Kansas,(W) Danby,63.7000300025,62.224999999999994,12.325,135.75,40.5
2010,ELI,AgriPro,TAM 111,64.255011585,62.525,11.875,135.25,41
2010,ELI,Colorado,(W) Thunder CL,57.0006062,58.550000000000004,10.85,135,40
2010,ELI,Drussel,T158,58.7085617325,62.00000000000001,10.875,127.5,36.75
2010,ELI,Kansas,Everest,57.9724385725,62.775,11.174999999999999,127.75,38.5
2010,ELI,,MEAN,59.973018164699994,61.047,11.280999999999999,131.6,39.24
2010,ELI,WestBred,Stout,58.9133224775,58.724999999999994,10.975,130,41.25
2010,ELI,WestBred,HV9W03-1596R,59.57900169,60.224999999999994,11.1,128.5,38.5
2010,ELI,Colorado,Bill Brown,67.54059215000001,61.775,11.7,134.5,39.75
2010,ELI,AGSECO,Hitch,58.734593367500004,60.099999999999994,11.3,135.25,38.75
2010,ELI,AGSECO,Armour,71.88624383,60.64999999999999,11.55,132.5,35
2010,ELI,AGSECO,(W) Aspen,65.1724601225,60.8,11.1,129.5,35.5
2010,ELI,AGSECO,Winterhawk,63.4034462825,62.400000000000006,11.7,131,42.75
2010,ELI,Watley,TAM 112,61.565527874999994,61.55,11.225,129.75,40.75
2010,ELI,Colorado,Ripper,55.136139205000006,58.05,11.025,134.25,38.75
2010,ELI,Kansas,Fuller,57.40932354499999,62.175,11.149999999999999,128.75,38.75
2010,ELI,AgriPro,PostRock,57.724150082499996,62.55,11.024999999999999,133,38.5
2010,ELI,Colorado,Hatcher,61.052764409999995,61.95,11.275000000000002,134.5,39.5
2010,ELI,WestBred,HV9W96-1383R,65.64646333499999,61.075,11.225000000000001,127.25,35.75
2010,FDD,Kansas,Everest,44.88747072424075,61.63356574553769,10.899999999999999,,26.51299256768634
2010,FDD,AGSECO,Winterhawk,45.56051626183743,61.702931394917364,11.574999999999998,,31.352921047916258
2010,FDD,Kansas,Overley,37.881646981942254,60.786762526009255,10.574999999999998,,29.56105496307953
2010,FDD,AGSECO,Armour,43.92678875585451,60.455083280269,10.974999999999998,,24.540014915215007
2010,FDD,Ehmke Seed,Ike,43.89204287184458,60.674131867929155,10.549999999999997,,31.789628032865306
2010,FDD,Colorado,Bill Brown,46.27639577007681,62.02220254959455,11.099999999999998,,30.47262406379976
2010,FDD,Kansas,(W) Tiger,38.92501291330697,61.39288197463568,11.024999999999999,,26.23379816880689
2010,FDD,Watley,TAM 112,41.10980236760431,60.8130959206972,11.024999999999997,,29.67208038340418
2010,FDD,WestBred,HV9W96-1383R,39.221940009349304,60.363096392159484,10.849999999999998,,24.63134308812798
2010,FDD,AGSECO,(W) Aspen,41.382208309765936,60.58838449326181,10.875,,24.883924698817914
2010,FDD,AgriPro,00x0100-51,34.98358133683479,60.082736535933485,10.725,,29.72955053493053
2010,FDD,Drussel,T158,47.25942004131571,61.362309368304196,10.699999999999998,,26.09076997365917
2010,FDD,Colorado,(W) Thunder CL,42.076809595035854,59.97652792439521,8.374999999999996,,30.192557446225706
2010,FDD,Colorado,(W) Snowmass,37.99636005160159,59.443177632584806,14.275000000000002,,30.960018630660876
2010,FDD,Oklahoma,Billings,44.620077947780054,62.05555846603075,11.074999999999998,,29.940446878160703
2010,FDD,WestBred,HV9W03-1596R,38.96284817596569,59.591093526102966,10.549999999999983,,28.032898404464554
2010,FDD,,MEAN,39.358253995730024,60.56367464926768,10.896212121212116,,28.791177899408957
2010,FDD,WestBred,Stout,32.850650729878886,57.74112266016064,10.274999999999999,,29.425294558198562
2010,FDD,Kansas,Jagger,34.05862919853085,59.71948965605521,10.325,,28.935774609756738
2010,FDD,Colorado,Above,40.07149477189353,59.33290922181262,10.574999999999998,,28.476614261921828
2010,FDD,AgriPro,Jagalene,32.975144072984534,62.00531424188908,10.875,,30.27837414807356
2010,FDD,Drussel,T81,38.730261994227384,60.831724093463215,11.249999999999998,,29.425212589754725
2010,FDD,AGSECO,Hitch,29.731919445307817,58.972653440650035,10.849999999999998,,26.611397801868762
2010,FDD,Kansas,2137,34.33601825328568,59.55333367280297,10.799999999999999,,28.40311421345188
2010,FDD,Colorado,Ripper,32.35178283096727,58.15596662925515,11.149999999999997,,28.686991486745868
2010,FDD,Kansas,(W) Danby,36.934589271352145,62.805911183668684,11.399999999999999,,30.57220044450936
2010,FDD,Kansas,Fuller,33.003319040498816,60.58690536092951,10.799999999999999,,29.84571500644774
2010,FDD,AGSECO,Shocker,39.32191512094373,59.946151894365094,10.199999999999998,,28.441501007740438
2010,FDD,AgriPro,TAM 111,44.44718887169318,61.6112594049373,11.325,,32.48699584928899
2010,FDD,Kansas,(W) RonL,39.3196933014791,62.28810273734843,11.575,,26.26191062661528
2010,FDD,AGSECO,Protection CL,33.96422937912576,58.04564617559294,9.949999999999998,,30.449488720316168
2010,FDD,AgriPro,PostRock,37.22564041974967,61.57395750314141,10.824999999999998,,28.51789706896731
2010,FDD,Oklahoma,Endurance,41.98918767350094,60.950485154524394,11.524999999999999,,29.935137603807345
2010,FDD,Colorado,Hatcher,48.54779536931489,61.53679079687402,10.725,,28.75862688521028
2010,FND,Kansas,Everest,76.6282628575,57.8,10.775,129,37.25
2010,FND,AGSECO,Shocker,69.16041943,56.425,9.725000000000001,130,38
2010,FND,WestBred,HV9W03-1596R,74.52894743,55.2,10.6,129.5,39.5
2010,FND,Oklahoma,Billings,78.08496457,57.025000000000006,10.8,129,40
2010,FND,Colorado,(W) Snowmass,69.20646857,55.05,9.875,134.5,42.25
2010,FND,Colorado,(W) Thunder CL,72.62074286,54.7,10.225,133.75,40
2010,FND,Drussel,T158,81.387504,57.5,10.825,129,37
2010,FND,AgriPro,00x0100-51,63.413265145,55.425,10.625,130.5,39.25
2010,FND,,MEAN,73.19576838113636,56.17272727272727,10.293939393939393,130.95454545454547,39.053030303030305
2010,FND,Watley,TAM 112,71.10886514250001,55.125,9.650000000000002,128.5,40.25
2010,FND,AgriPro,PostRock,77.3407108575,57.975,10.5,133,38.75
2010,FND,Oklahoma,Endurance,75.21138743,55.7,10.7,131.75,41.25
2010,FND,Colorado,Hatcher,73.41657714249999,56.025000000000006,10.625,130.25,40
2010,FND,AgriPro,TAM 111,80.3558925725,56.724999999999994,10.325,133.75,40.75
2010,FND,Kansas,(W) Danby,64.24118171500001,56.175000000000004,9.975,134.25,40.5
2010,FND,Kansas,Overley,72.0010845725,57.550000000000004,10.825000000000001,129.5,40.25
2010,FND,Colorado,Above,73.69923314249999,56.099999999999994,10.725,129,37.75
2010,FND,Colorado,Ripper,65.1943851425,52.925000000000004,9.35,133,40
2010,FND,WestBred,HV9W96-1383R,81.63710971500001,57.825,10.674999999999999,127.25,36.25
2010,FND,Kansas,(W) RonL,76.04621828500001,54.75,10,133.5,36
2010,FND,AGSECO,Protection CL,72.733030855,55.425000000000004,10.1,129,41.75
2010,FND,Kansas,2137,71.810941715,56.400000000000006,10.625,130,38.75
2010,FND,AgriPro,Jagalene,67.10397257,56.925,10.8,132.75,40.5
2010,FND,Kansas,Fuller,65.32548,56.6,10.025,133.75,39.75
2010,FND,Kansas,Jagger,70.9212114275,55.8,9.85,129.5,38.5
2010,FND,Ehmke Seed,Ike,70.63177943000001,57.025,9.575,132.25,42
2010,FND,AGSECO,Winterhawk,78.791189715,56.9,10.125,130.5,40.25
2010,FND,AGSECO,(W) Aspen,83.1364034275,56.775000000000006,10.525,129.5,36.5
2010,FND,AGSECO,Armour,81.443509715,56.224999999999994,10.225000000000001,127.75,35.75
2010,FND,AGSECO,Hitch,65.6673222875,56.1,10.4,133.75,36.25
2010,FND,Colorado,Bill Brown,78.2362491425,56.2,9.775,130.25,39
2010,FND,Kansas,(W) Tiger,72.410825145,57.9,10.799999999999999,133.5,35.75
2010,FND,WestBred,Stout,66.48832457,52.575,9.275,130,39.25
2010,FND,Drussel,T81,75.4768959975,56.85,10.8,130,39.75
2010,FNI,Colorado,(W) Thunder CL,71.45029257,53.22500000000001,11.775,142.25,36.75
2010,FNI,Colorado,Bill Brown,71.79545371500001,50.7,11.700000000000001,141.25,35.75
2010,FNI,WestBred,HV9W03-1596R,68.0820674275,54.400000000000006,11.825,139.75,34.25
2010,FNI,,MEAN,66.5684141257,53.207,12.037,140.47,35.32
2010,FNI,Drussel,T158,78.965153145,54,11.549999999999999,137.25,34
2010,FNI,AgriPro,PostRock,65.957584,56.6,12.024999999999999,139.75,35.5
2010,FNI,Kansas,Jagger,55.998661715,53.55,11.450000000000001,140.25,34.5
2010,FNI,Kansas,2137,60.568313142499996,55.1,12.2,140.75,35.75
2010,FNI,Drussel,T81,65.18276914,51.925,12.625,139.25,36.75
2010,FNI,AgriPro,Jagalene,50.225924572500006,48.099999999999994,11.35,145.25,35.25
2010,FNI,Colorado,Above,65.9208,51.025,11.95,138.5,35.25
2010,FNI,Kansas,Overley,59.352090285,55.525,12.524999999999999,140.25,35
2010,FNI,Kansas,(W) Danby,62.85569714249999,51.45,11.875000000000002,144.25,37.25
2010,FNI,WestBred,Stout,64.4302182875,50.75,11.3,139.5,34.75
2010,FNI,Colorado,Hatcher,67.14075657000001,51.825,12.275,141.25,36.75
2010,FNI,Kansas,Everest,77.6454925725,59,12.375,137.25,34.25
2010,FNI,Kansas,Fuller,65.8650708575,54.1,11.825000000000001,141,35.5
2010,FNI,Colorado,Ripper,59.37075885750001,50.45,11.600000000000001,140.5,35.75
2010,FNI,Watley,TAM 112,63.717078855,54.74999999999999,12.525,138.25,36.25
2010,FNI,AGSECO,Winterhawk,67.582717715,51.9,12.200000000000001,139.75,37.25
2010,FNI,AGSECO,(W) Aspen,70.3218811425,50.875,11.600000000000001,139,31.75
2010,FNI,AGSECO,Armour,72.730265145,54.675,12.475,139.25,32.5
2010,FNI,AGSECO,Hitch,60.0814091425,52.724999999999994,12.05,144,33.5
2010,FNI,Scott Seed,TAM 304,73.360986285,53.849999999999994,12.25,141.5,38.5
2010,FNI,WestBred,HV9W96-1383R,77.17338514250001,54.775,12.65,137.75,32.25
2010,FNI,AgriPro,TAM 111,68.435525715,54.9,12.95,144,38
2010,GRD,Nebraska,Infinity CL,73.40878956,57.91917525,13.7854265,149.75,37
2010,GRD,Scott Seed,TAM 304,73.47067452499999,57.4557495,14.371218249999998,149.5,36.75
2010,GRD,AGSECO,(W) Aspen,67.06179841,60.150450750000005,11.159826749999999,146.25,30.25
2010,GRD,Kansas,Overley,56.401264372499995,60.12407475,11.35270875,146.5,33.5
2010,GRD,AGSECO,Santa Fe,61.96999899,60.52952375000001,10.841475749999999,144.5,32.75
2010,GRD,Kansas,(W) Danby,60.7002126875,55.9445755,16.07895625,152.5,35.75
2010,GRD,Colorado,Hatcher,75.183696245,58.670925,12.791983,150,34.75
2010,GRD,Colorado,(W) Thunder CL,62.6307262475,60.42869949999999,10.89580025,148.25,34
2010,GRD,Drussel,T158,67.35434747,59.99300099999999,11.436146999999998,146.5,31.75
2010,GRD,AgriPro,TAM 111,76.24305065,57.593824500000004,14.13466525,149.75,36.25
2010,GRD,AgriPro,00x0100-51,57.662265555,59.82555000000001,11.50958425,146.25,32.5
2010,GRD,Kansas,Everest,72.4540918875,59.4784,12.10501625,146,33
2010,GRD,WestBred,HV9W96-1383R,69.61183194,60.140925499999994,11.4353535,145.75,31.25
2010,GRD,AgriPro,Jagalene,52.065652665,58.241325499999995,12.93375025,149,34
2010,GRD,Kansas,(W) Tiger,69.7676705025,58.022975,13.535547000000001,150.75,31.75
2010,GRD,Nebraska,Millenium,69.24914330749999,56.81312475,15.666271,151,37.25
2010,GRD,Colorado,Bill Brown,61.86973857500001,57.813324,13.616926500000002,151.5,34.75
2010,GRD,AGSECO,Hitch,54.113861575,59.346875250000004,11.83485925,148.25,31.5
2010,GRD,AGSECO,Armour,78.93063875,59.74667525,11.7261945,146,31.5
2010,GRD,AgriPro,Hawken,51.048709625,60.1383505,10.98536975,146.25,31.75
2010,GRD,AGSECO,Keota,56.911265969999995,58.35372625,13.15174575,149.25,34
2010,GRD,AgriPro,PostRock,60.383818555000005,59.79175024999999,11.714694,147.25,33.25
2010,GRD,AGSECO,Protection CL,58.58410774000001,60.534274,10.816241000000002,146.5,35.75
2010,GRD,Kansas,Fuller,53.0399253225,58.21377475,12.915922,147.25,32
2010,GRD,AGSECO,Smoky Hill,47.6100017775,60.1638995,10.8690595,151.75,35.25
2010,GRD,Colorado,Ripper,52.82517398499999,59.15699975,12.0157015,147.75,33
2010,GRD,Watley,TAM 112,59.701629225000005,59.88575075,11.505753499999999,147.75,32.75
2010,GRD,AGSECO,Winterhawk,66.43668719499999,58.739225499999996,12.83490875,148.5,35.75
2010,GRD,WestBred,Stout,58.06407711,60.377500500000004,10.804765249999999,149.25,33
2010,GRD,Colorado,(W) Snowmass,65.29210252749999,55.18665,17.7564995,151,36.5
2010,GRD,,MEAN,62.38766801465278,59.11876736111112,12.36124238888889,148.19444444444446,33.875
2010,GRD,Colorado,Above,55.184797149999994,60.453999499999995,10.775683749999999,146.5,33.5
2010,GRD,WestBred,HV9W03-1596R,61.750861657499996,59.21665025,11.921310250000001,149.5,33.5
2010,GRD,Kansas,2137,59.151477365,59.7146245,11.68869775,151.5,36.25
2010,GRD,Drussel,T81,62.908467425,59.2755995,12.124145250000002,146,35.25
2010,GRD,Ehmke Seed,Ike,61.908362749999995,60.28510025,11.202683500000001,145,35
2010,GRD,Kansas,Jagger,55.0051292325,60.5485745,10.709834749999999,146,32.75
2010,LBD,AgriPro,Art,46.754,55.05,13.025,122,32.5
2010,LBD,WestBred,Stout,45.751,51.425,12.575,123.25,32.75
2010,LBD,WestBred,HV9W03-696R,50.574,56.550000000000004,12.875,121.5,30.5
2010,LBD,WestBred,HV9W96-1383R,59.881,56.275000000000006,13.025,119.5,31.5
2010,LBD,AgriPro,JackPot,55.631,55.525,12.524999999999999,120.75,33.5
2010,LBD,Kansas,Everest,56.973,58.1,13.15,120.75,31.5
2010,LBD,AgriPro,CJ,53.124,55,12.625,119.75,34
2010,LBD,Oklahoma,Billings,50.208,57,13.075,120.75,32.25
2010,LBD,WestBred,HV9W04-1594R,30.574,51.349999999999994,12.674999999999999,126.75,35.75
2010,LBD,,MEAN,46.038,54.4125,12.861250000000002,121.7875,32.5375
2010,LBD,WestBred,HV9W03-1596R,50.771,54.599999999999994,13.175,120.5,33.25
2010,LBD,AGSECO,Hitch,44.287,53.55,12.8,123.75,31.75
2010,LBD,Kansas,Jagger,38.996,53.475,13.025,121,32.25
2010,LBD,Kansas,2137,39.895,53.1,13.125,122.75,33
2010,LBD,Kansas,Overley,35.319,52.65,12.85,120.25,33.25
2010,LBD,AGSECO,Shocker,41.437,53.675,12.2,122,31.75
2010,LBD,Kansas,Fuller,39.249,53.25,12.675,121,32.75
2010,LBD,AgriPro,PostRock,37.521,55.15,12.600000000000001,125,32
2010,LBD,Oklahoma,Endurance,47.893,54.650000000000006,13,121.75,33.5
2010,LBD,AGSECO,Santa Fe,42.296,53.85000000000001,12.85,121.75,32.5
2010,LBD,AGSECO,Armour,53.632,54.025,13.375,121,30.5
2010,LBDS,Syngenta,(S) COKER 9553,42.405,53.349999999999994,14.25,121.5,32.25
2010,LBDS,Georgia,(S) 991209-6E33,48.8825,55.025000000000006,13.875,121.25,32.25
2010,LBDS,Kansas,Jagger,36.0075,52.75,13.899999999999999,120.25,32.5
2010,LBDS,Kansas,2137,33.72,52.849999999999994,13.524999999999999,122.25,31.75
2010,LBDS,Pioneer,(S) 25R78,44.86749999999999,54.15,14.174999999999999,121.5,31.5
2010,LBDS,Kansas,Fuller,37.2775,53.87499999999999,13.600000000000001,120.25,33.25
2010,LBDS,Pioneer,(S) 25R56,51.355000000000004,54,14.275000000000002,122.75,30.25
2010,LBDS,AgriPro,Art,39.739999999999995,53.8,14.15,121.5,31.25
2010,LBDS,Georgia,(S) 991336-6E9,45.905,52.974999999999994,14.075,122.5,32
2010,LBDS,AgriPro,JackPot,51.955000000000005,55.6,13.274999999999999,120.25,33.5
2010,LBDS,MFA,(S) 2525,48.3175,53.6,14.375,124.5,34.5
2010,LBDS,Georgia,(S) 031238-7E34,49.2725,52.65,13.424999999999999,124,27.25
2010,LBDS,MFA,(S) 2631,48.69,55.475,14.45,120.25,34.25
2010,LBDS,Syngenta,(S) OAKES,53.265,55.85,14.425,122.75,31.75
2010,LBDS,,MEAN,45.680166666666665,53.875,13.998333333333333,121.85,31.933333333333334
2010,LBDS,Pioneer,(S) 25R62,53.5425,52.175,14.2,122.25,30.75
2010,MTD,,MEAN,70.451,56.89565217391305,12.882608695652173,,37.768115942028984
2010,MTD,AgriPro,Art,77.09,56.70000000000001,12.800000000000002,,38
2010,MTD,Kansas,2137,73.852,57.70000000000001,13.300000000000002,,38
2010,MTD,Nebraska,Millenium,68.203,52.9,16,,44.666666666666664
2010,MTD,AgriPro,Jagalene,61.174,58.1,12.4,,37.333333333333336
2010,MTD,Kansas,Overley,74.36,56.79999999999999,12.800000000000002,,40
2010,MTD,AGSECO,Santa Fe,65.735,57.5,12.199999999999998,,36
2010,MTD,Nebraska,Infinity CL,71.961,56.29999999999999,15.1,,40.666666666666664
2010,MTD,AgriPro,PostRock,70.541,59.29999999999999,12.5,,38
2010,MTD,Kansas,Fuller,77.363,55.79999999999999,12,,38
2010,MTD,Kansas,Jagger,71.109,55.9,12.5,,38.666666666666664
2010,MTD,AGSECO,Winterhawk,71.464,58.20000000000001,14,,37.333333333333336
2010,MTD,AGSECO,Armour,86.842,56,12.6,,34
2010,MTD,AgriPro,Hawken,51.831,56.79999999999999,12.9,,36
2010,MTD,AGSECO,Hitch,57.231,57,12.800000000000002,,34
2010,MTD,WestBred,HV9W03-696R,75.637,56.6,12.300000000000002,,38
2010,MTD,WestBred,HV9W96-1383R,103.598,57.6,12,,36.666666666666664
2010,MTD,Kansas,Everest,95.501,59.4,12.4,,37.333333333333336
2010,MTD,AgriPro,CJ,77.073,57.79999999999999,12.800000000000002,,40.666666666666664
2010,MTD,AgriPro,00x0100-51,61.364,57.79999999999999,12.800000000000002,,38
2010,MTD,WestBred,HV9W04-1594R,41.345,54.70000000000001,12.199999999999998,,33.333333333333336
2010,MTD,WestBred,HV9W03-1596R,75.23,57.29999999999999,12.6,,38
2010,MTD,AGSECO,Smoky Hill,43.888,56.6,12.9,,38.666666666666664
2010,MTD,WestBred,Stout,67.985,55.79999999999999,12.4,,37.333333333333336
